sub_category,title,text,table_markdown,images
구독/멤버십제도,구독 계약기간 만료 후에는 어떻게 해야하나요?,"▶구독계약기간 만료후에는 고객님께 소유권이 이전됩니다. • 멤버쉽 제도 : 기존 제품을 그대로 사용하면서 정기점검 서비스를 받을 수 있습니다. • 교체구독 제도 : 기존 제품을 반환하고, 새제품을 할인된 가격으로 구독할 수 있습니다. ☞관련 문의는 담당MC 또는 [고객상담센터☎1600-1661] 또는 [매직몰-상담예약] 으로 문의 부탁드립니다.",,없음
구독/멤버십제도,의무사용기간이 무엇인가요?,▶의무사용 기간은 구독계약 유지에 대해 SK매직과 약속한 최소한의 사용기간입니다. • 의무사용 기간 내 계약해지 시에는 위약금이 부과됩니다. ☞자세한 문의는 [서비스센터 홈페이지-상담예약] 또는 [고객상담센터 ☎1600-1661]을 이용해 주세요.,,없음
구독/멤버십제도,멤버십 해약하면 위약금이 있나요?,▶멤버십 납부금액에서 서비스비용을 차감한 차액금이 부과됩니다.(멤버십 가입후 1년 단위 기준) • 제품은 별도 회수나 철거를 진행하지 않습니다. • 제품 폐기를 원하실 경우 고객님께서 직접 처리하셔야 합니다.,,없음
구독/멤버십제도,"구독 해약 접수 후 오늘 제품 철거(회수)했는데, 언제 해약 처리되나요?","▶오늘 제품 철거(회수)했는데, 언제 해약되나요? ​​​​​​ • 구독 계약 해약은 설치마스터가 고객님 댁으로 방문하여 제품 회수 후 진행됩니다. • 구독 제품 철거 후 그 다음 영업일에 회수 된 제품이 정상적으로 창고에 입고되면 해약 완료됩니다. • 철거 방문드린 당일에는 해약 진행중임으로 고객님의 양해 부탁드립니다.",,없음
구독/멤버십제도,구독으로 사용하다 신제품이 나오면 바꿀 수 있나요?,"▶구독 기간중 제품 교체는 불가합니다. • 추가 구독 계약은 가능하며, 제품 교체는 불가합니다. • 자세한 사항은 담당MC나 고객상담센터[☎1600-1661]를 통해 문의주시면 친절히 상담 도와드리겠습니다.",,없음
구독/멤버십제도,SKT 사용중인데 T멤버십 카드를 등록하면 저도 구독료 10% 할인이 되나요?,▶SKT멤버십 할인은 최초 구독 가입시 적용하셔야 합니다. • 이미 구독 계약을 체결하신 후라면 사용 도중 SKT멤버십 할인 적용은 불가합니다. • 신규 계약 시 SKT할인 적용 가능한 일부 모델에 한해 ‘SKT할인’유형으로 계약을 체결하셨을 경우 할인혜택 적용 가능합니다.,,없음
구독/멤버십제도,멤버쉽 이용요금이 갑자기 인상됐어요. 이유를 알 수 있나요?,"▶구독기간을 포함한 사용 8년차부터 멤버쉽 관리 비용에 변동이 있습니다. • 8년차~ 10년차까지 3회 연속하여 멤버쉽료는 변동되며, 관련 내용은 멤버쉽 계약서에서도 확인하실 수 있습니다.",,없음
구독/멤버십제도,구독 제품이 고장났는데 수리 비용이 발생하나요?,"▶구독 계약기간동안 제품 문제로 A/S 요청시 무상으로 서비스를 받으실 수 있습니다. • 다만, 제품불량이 아닌 고객님의 과실로 인한 제품 파손이나 외관교체 등의 요청은 유상처리됩니다.",,없음
구독/멤버십제도,구독 사용기간 중 일시정지 가능한가요?,▶구독 계약기간 중 일시정지(납입유예)는 불가능합니다. • 개인 사정으로 인해 제품을 사용하지 않더라도 구독료 는 매월 자동이체를 통해 납부됩니다. ☞상담 진행은 [상담예약] 또는 [고객상담센터 ☎1600-1661]을 이용해 주세요.,,없음
구독/멤버십제도,계약자와 실사용자가 다른 경우 실사용자 정보를 등록할 수 있나요?,"▶구독 계약 시 계약자 본인 명의로 신청 가능하며, 실제 제품을 사용하는 주소로 설치할 수 있습니다. • 제품 설치 후 실사용자의 주소, 성함, 연락처로 정보 변경이 가능합니다. • MC방문 시에도 변경된 실사용자에게 연락드려 유지관리 서비스에 대한 방문 일정을 안내합니다. ※단, 사용자 정보만 변경되며 계약기간 내 제품의 모든 책임과 의무는 계약자에게 있으므로 계약자 성함을 변경해야 할 경우에는 명의변경으로 진행하셔야 합니다. ☞실 사용자의 주소, 성함, 연락처 변경이 필요하실 경우 [상담예약] 또는 [고객상담센터 ☎1600-1661]을 이용해 주세요.",,없음
구독/멤버십제도,폐가전 처리는 어떻게 하나요?,"▶고객님께서 직접 제품 처리가 필요한 경우를 확인해 주세요. • 제품의 소유자가 고객님인 경우 • 자사 제품 설치로 인해 기존에 설치되어있던 제품을 분리해야할 시 자사제품, 타사제품 관계없이 소유자가 고객님인 경우 • 구독계약기간 만료로 제품의 소유권이 고객님에게 이전된 경우 ▶SK매직에서 제품 회수를 진행하는 경우를 확인해 주세요. • 구독 계약 중도 해지 등 제품의 소유자가 SK매직인 경우 ☞모델, 서비스 주체에 따라 내용에 차이가 있을 수 있습니다.",,없음
구독/멤버십제도,제품을 구독해서 사용하고 있는데 지금 사용하고 있는 제품을 일시불로 구매할 수 있나요?,"▶구독로 사용하고 계신 제품은 일시불 구매 전환이 불가합니다. • 추가로 제품을 일시불로 구매하고 싶으시다면, 매직몰 또는 담당MC나 고객상담센터[☎1600-1661]를 통해 문의주시면 친절히 상담 도와드리겠습니다.",,없음
구독/멤버십제도,제품을 여러 개 구독하려고 하는데 어떤 혜택을 받을 수 있나요?,▶개인 또는 사업자 등 구독 계약 유형에 따라 할인 혜택이 상이 할 수 있습니다 . • 자세한 할인혜택 및 약정조건 등은 매직몰 또는 담당MC나 고객상담 ​ 센터[☎1600-1661]를 통해 문의주시면 친절히 상담 도와드리겠습니다.,,없음
