sub_category,title,text,table_markdown,images
매트리스,매트리스 경도(강도)조절 서비스는 무엇인가요,▶매트리스 토퍼의 경도(강도) 조절 서비스를 제공합니다. •매트리스의 경도(강도)는 Medium 과 Hard로 구분되어 있습니다. •경도(강도)조절 서비스는 구독 기간 중 2회에 한하여 무상 서비스가 가능합니다.,,없음
매트리스,Basic 과 Special 과 Premium 의 차이는 무엇인가요?,▶매트리스 라인중에서 Basic 과 Special 과 Premium 의 차이는 무엇인가요? • 토퍼 소재에 따른 구분 표기로 각 라인의 소재가 상이합니다. ☞상담 진행은 [상담예약] 또는 [고객상담센터 ☎1600-1661]을 이용해 주세요.,,https://static.service.skmagic.com/editor/faq/ckimg/ced7c0b8826846c1b53e09c8954db75f.png
매트리스,매트리스 위에 전기(온열)장판을 사용해도되나요?,▶매트리스 위에 전기(온열)장판을 사용하려는 경우 확인해 주세요. • 매트리스 위에 전기(온열)장판을 사용할 경우 매트리스가 딱딱해질 수 있습니다. • 화재의 위험이 있으므로 전기(온열)장판 사용을 권장하지 않습니다. ☞상담 진행은 [상담예약] 또는 [고객상담센터 ☎1600-1661]을 이용해 주세요.,,없음
매트리스,"매트리스에 검은오염, 검은점이 있어요","▶매트리스 면 부위에 검은오염, 검은점이 있나요? • 매트리스 원단은 화학 처리없이 자연 그대로의 목화를 사용하여 만들어진 원단으로 재료의 목화씨, 목화씨의 가루가 검은점으로 보입니다. • 표백, 화학 처리하여 목화씨를 보이지 않도록 할 수 있으나 이는 아토피, 알러지 등을 유발할 수 있어 가공 처리를 하지 않았기 때문에 목화씨, 목화씨의 가루가 보이는것은 정상입니다. ☞상담 진행은 [상담예약] 또는 [고객상담센터 ☎1600-1661]을 이용해 주세요.",,https://static.service.skmagic.com/editor/faq/ckimg/ef64cb182ade4f4997ca91dbb44d9706.png
